key,ceo_effect_list,point_change_per_turn_if_active,title,description,icon_path,opinion_topic_modifier
3k_dlc06_ancillary_accessory_tribute_chest_regional_simple,3k_dlc06_ancillary_accessory_tribute_chest_regional_simple,0,Economist's Chest,"A chest for an economist, containing tools and guidelines to incentivise a region to generate more profit.",chests/3k_dlc06_governor_tribute_chest.png,
3k_dlc06_ancillary_armour_nanman_ahuinan_unique,3k_dlc06_ancillary_armour_nanman_ahuinan_unique,0,Ahuinan's Armour,The Marshal of the Third Cave shall not want for adequate defence.,armours/3k_dlc06_ancillary_generic_general_tier4.png,
3k_dlc06_ancillary_armour_nanman_dailaidongzhu_unique,3k_dlc06_ancillary_armour_nanman_dailaidongzhu_unique,0,Dailai Dongzhu's Armour,"Suitable protections for the bold brother, descended of fire.",armours/3k_dlc06_ancillary_generic_general_tier4.png,
3k_dlc06_ancillary_armour_nanman_dongtuna_unique,3k_dlc06_ancillary_armour_nanman_dongtuna_unique,0,Dongtuna's Armour,Armour fitting for the Lord of the Second Cave.,armours/3k_dlc06_ancillary_generic_general_tier4.png,
3k_dlc06_ancillary_armour_nanman_jinhuansanjie_unique,3k_dlc06_ancillary_armour_nanman_jinhuansanjie_unique,0,Jinhuansanjie's Armour,The brave and the bold could endure many blows in such armour!,armours/3k_dlc06_ancillary_generic_general_tier4.png,
3k_dlc06_ancillary_armour_nanman_king_duosi_unique,3k_dlc06_ancillary_armour_nanman_king_duosi_unique,0,King Duosi's Armour,"Duosi; the wisest, and perhaps best protected of all the Nanman.",armours/3k_dlc06_ancillary_king_duosi.png,
3k_dlc06_ancillary_armour_nanman_king_meng_huo_unique,3k_dlc06_ancillary_armour_nanman_king_meng_huo_unique,0,King Meng Huo's Armour,"For he who would be king of the tribes, only the most resplendent array.",armours/3k_dlc06_ancillary_meng_huo.png,
3k_dlc06_ancillary_armour_nanman_king_mulu_unique,3k_dlc06_ancillary_armour_nanman_king_mulu_unique,0,King Mulu's Armour,"Mulu communes with nature, and is armoured through its benevolence.",armours/3k_dlc06_ancillary_king_mulu.png,
3k_dlc06_ancillary_armour_nanman_king_shamoke_unique,3k_dlc06_ancillary_armour_nanman_king_shamoke_unique,0,King Shamoke's Armour,"The perfect weight and fit, tailored for this warrior of class and distinction.",armours/3k_dlc06_ancillary_king_shamoke.png,
3k_dlc06_ancillary_armour_nanman_king_wutugu_unique,3k_dlc06_ancillary_armour_nanman_king_wutugu_unique,0,King Wutugu's Armour,The King of the Caves shall have armour as strong as the mountain walls.,armours/3k_dlc06_ancillary_king_wutugu.png,
3k_dlc06_ancillary_armour_nanman_lady_zhurong_unique,3k_dlc06_ancillary_armour_nanman_lady_zhurong_unique,0,Lady Zhurong's Armour,"Zhurong is protected by fire, her armour being just as scorching to attackers.",armours/3k_dlc06_ancillary_lady_zhurong.png,
3k_dlc06_ancillary_armour_nanman_mangyachang_unique,3k_dlc06_ancillary_armour_nanman_mangyachang_unique,0,Mangyachang's Armour,"A dependable lieutenant of the Nanman, clad in similarly dependable attire.",armours/3k_dlc06_ancillary_generic_general_tier4.png,
3k_dlc06_ancillary_armour_nanman_medium_common,3k_dlc06_ancillary_armour_nanman_medium_common,0,Common Tribal Armour,Adequate protection for the many battles of the tribes.,armours/3k_dlc06_ancillary_generic_general_tier1.png,
3k_dlc06_ancillary_armour_nanman_medium_exceptional,3k_dlc06_ancillary_armour_nanman_medium_exceptional,0,Exceptional Tribal Armour,"Uncommonly excellent armour, made to endure a war, and then beyond.",armours/3k_dlc06_ancillary_generic_general_tier2.png,
3k_dlc06_ancillary_armour_nanman_medium_refined,3k_dlc06_ancillary_armour_nanman_medium_refined,0,Refined Tribal Armour,"Beyond what most warriors will ever see, this armour is a testament to its creator.",armours/3k_dlc06_ancillary_generic_general_tier3.png,
3k_dlc06_ancillary_armour_nanman_medium_unique,3k_dlc06_ancillary_armour_nanman_medium_unique,0,Unique Tribal Armour,To call this armour a work of art would be to do a disservice to its individual brilliance.,armours/3k_dlc06_ancillary_generic_general_tier4.png,
3k_dlc06_ancillary_armour_nanman_meng_jie_unique,3k_dlc06_ancillary_armour_nanman_meng_jie_unique,0,Meng Jie's Armour,"Armour of a more refined nature, for one who considers themselves more refined…",armours/3k_dlc06_ancillary_generic_general_tier4.png,
3k_dlc06_ancillary_armour_nanman_meng_you_unique,3k_dlc06_ancillary_armour_nanman_meng_you_unique,0,Meng You's Armour,"These protections capture the boldness, the fire, and the naivety of youth.",armours/3k_dlc06_ancillary_generic_general_tier4.png,
3k_dlc06_ancillary_armour_nanman_tu_an_unique,3k_dlc06_ancillary_armour_nanman_tu_an_unique,0,Tu An's Armour,To the eternal victor go the rightful armours of war!,armours/3k_dlc06_ancillary_generic_general_tier4.png,
3k_dlc06_ancillary_armour_nanman_xi_ni_unique,3k_dlc06_ancillary_armour_nanman_xi_ni_unique,0,Xi Ni's Armour,"For the one who routs enemies beyond counting, only the best will do.",armours/3k_dlc06_ancillary_generic_general_tier4.png,
3k_dlc06_ancillary_armour_nanman_yang_feng_unique,3k_dlc06_ancillary_armour_nanman_yang_feng_unique,0,Yang Feng's Armour,Good armour deceives as well as protects; hidden defences amongst the folds.,armours/3k_dlc06_ancillary_generic_general_tier4.png,
3k_dlc06_ancillary_follower_shaman,3k_dlc06_ancillary_follower_shaman,0,Shaman,"Versed in the laws of the southlands, the shaman can find the things which others fail to see.",followers/3k_dlc06_ancillary_follower_shaman.png,
3k_dlc06_ancillary_follower_translator,3k_dlc06_ancillary_follower_translator,0,Representationist,"To communicate between the tribes of the south, one must speak not one, but many languages.",followers/3k_dlc06_ancillary_follower_translator.png,
3k_dlc06_ancillary_mount_elephant_common,3k_dlc06_ancillary_mount_elephant_common,0,Elephant,A proud pachyderm; brutal and imposing to all before it.,mounts/3k_dlc06_ancillary_mount_elephant_common.png,
3k_dlc06_ancillary_mount_elephant_exceptional,3k_dlc06_ancillary_mount_elephant_exceptional,0,Monarchial Elephant,"A majestic beast, fit for a true leader.",mounts/3k_dlc06_ancillary_mount_elephant_extraordinary.png,
3k_dlc06_ancillary_mount_elephant_refined,3k_dlc06_ancillary_mount_elephant_refined,0,War Elephant,Bred for one purpose and one alone: to destroy its master's foes.,mounts/3k_dlc06_ancillary_mount_elephant_refined.png,
3k_dlc06_ancillary_mount_elephant_unique,3k_dlc06_ancillary_mount_elephant_unique,0,Southern Elephant,"With a defiant trumpet and thundering feet, the elephant crushes all beneath vast feet..",mounts/3k_dlc06_ancillary_mount_elephant_unique.png,
3k_dlc06_ancillary_weapon_2h_ball_mace_king_shamoke_unique,3k_dlc06_ancillary_weapon_2h_ball_mace_king_shamoke_unique,0,Mountain Sunder,"""Rock, armour, bone. All split, shatter and break.""",weapons/3k_ytr_ancillary_weapon_2h_ball_mace_unique.png,
3k_dlc06_ancillary_weapon_axe_stone_common,3k_dlc06_ancillary_weapon_axe_stone_common,0,Stone Axe,"Stone may seem less refined than iron, but be assured it will still do the job.",weapons/3k_dlc06_ancillary_weapon_axe_stone_common.png,
3k_dlc06_ancillary_weapon_bow_king_shamoke_unique,3k_dlc06_ancillary_weapon_bow_king_shamoke_unique,0,Red Wind,Gifted from King Duosi in friendship,weapons/3k_main_ancillary_bow_taishi_ci.png,
3k_dlc06_ancillary_weapon_burning_mace_unique,3k_dlc06_ancillary_weapon_burning_mace_unique,0,Burning Mace,Warning: Keep away from fire.,weapons/3k_dlc06_ancillary_weapon_burning_mace_unique.png,
3k_dlc06_ancillary_weapon_machete_common,3k_dlc06_ancillary_weapon_machete_common,0,Machete,The machete serves a versatile purpose. It is good for cutting down both thicket and warrior alike.,weapons/3k_dlc06_ancillary_weapon_machete_common.png,
3k_dlc06_ancillary_weapon_mixed_flint_common,3k_dlc06_ancillary_weapon_mixed_flint_common,0,Twin-flint Weapons,"Flint casts a distinctive, alluring vision – not that it matters when embedding in someone's skull.",weapons/3k_dlc06_ancillary_weapon_mixed_flint_common.png,
3k_dlc06_ancillary_weapon_two_handed_axe_king_wutug_unique,3k_dlc06_ancillary_weapon_two_handed_axe_king_wutugu_unique,0,King Wutugu's Two-handed Axe,"They say a weapon needs a name, but why? Would that make it more deadly?",weapons/3k_main_ancillary_two_handed_axe_unique.png,
3k_dlc06_ancilliary_armour_li_ru_armour_unique,3k_dlc06_ancilliary_armour_li_ru_armour_unique,0,Li Ru's Armour,"The perfect weight and fit, tailored for this warrior of class and distinction.",armours/3k_dlc06_ancillary_li_ru.png,
3k_dlc06_ancilliary_armour_wei_yan_armour_unique,3k_dlc06_ancilliary_armour_wei_yan_armour_unique,0,Wei Yan's Armour,"The perfect weight and fit, tailored for this warrior of class and distinction.",armours/3k_dlc06_ancillary_wei_yan.png,
3k_dlc06_ancilliary_armour_xun_you_armour_unique,3k_dlc06_ancilliary_armour_xun_you_armour_unique,0,Xun You's Armour,"The perfect weight and fit, tailored for this warrior of class and distinction.",armours/3k_dlc06_ancillary_xun_you.png,
3k_dlc06_ceo_career_historical_nanman_ahuinan_01,3k_dlc06_ceo_career_historical_nanman_ahuinan_01,0,Marshall of the Third Cave,"From hidden spots and concealed ambushes, the strikes rise furiously from the earth.",UI/Campaign UI/traits/icon_cunning_good.png,
3k_dlc06_ceo_career_historical_nanman_ahuinan_02,3k_dlc06_ceo_career_historical_nanman_ahuinan_02,0,Lord of the Mountains,"Ahuinan will summon the very valleys to war against invaders, tearing apart the earth in his rage.",UI/Campaign UI/traits/icon_cunning_good.png,
3k_dlc06_ceo_career_historical_nanman_ahuinan_03,3k_dlc06_ceo_career_historical_nanman_ahuinan_03,0,Chief of the Three Ravines,"Where the power of the valleys meet, there you will find Ahuinan, poised to direct that strength.",UI/Campaign UI/traits/icon_cunning_good.png,
3k_dlc06_ceo_career_historical_nanman_dailaidongzhu_01,3k_dlc06_ceo_career_historical_nanman_dailaidongzhu_01,0,The Cunning Youth,A keen mind and an observant eye can decide battles before any order is spoken.,UI/Campaign UI/traits/icon_cunning_good.png,
3k_dlc06_ceo_career_historical_nanman_dailaidongzhu_02,3k_dlc06_ceo_career_historical_nanman_dailaidongzhu_02,0,The Brother of Flames,To live in the shadow of a powerful sibling is not so bad if you too are touched by greatness.,UI/Campaign UI/traits/icon_cunning_good.png,
3k_dlc06_ceo_career_historical_nanman_dailaidongzhu_03,3k_dlc06_ceo_career_historical_nanman_dailaidongzhu_03,0,The Astute Tactician,"Battlefield cunning may not guarantee victory, but it certainly does not hinder it.",UI/Campaign UI/traits/icon_cunning_good.png,
3k_dlc06_ceo_career_historical_nanman_dongtuna_01,3k_dlc06_ceo_career_historical_nanman_dongtuna_01,0,Commander of the Left,Military fervour and ancestral zeal fuel a dedicated warrior!,UI/Campaign UI/traits/icon_cunning_good.png,
3k_dlc06_ceo_career_historical_nanman_dongtuna_02,3k_dlc06_ceo_career_historical_nanman_dongtuna_02,0,The Distinguished Strength,One does not need to be the greatest warrior to prove their worth and their dedication.,UI/Campaign UI/traits/icon_cunning_good.png,
3k_dlc06_ceo_career_historical_nanman_dongtuna_03,3k_dlc06_ceo_career_historical_nanman_dongtuna_03,0,The Enduring Mountain,"No punishment can hold Dongtuna back, not even a hundred lashes of the rod upon his back.",UI/Campaign UI/traits/icon_cunning_good.png,
3k_dlc06_ceo_career_historical_nanman_jinhuansanjie_01,3k_dlc06_ceo_career_historical_nanman_jinhuansanjie_01,0,Loyal Lieutenant,"To them, their lord is everything - leader of all the tribes.",UI/Campaign UI/traits/icon_cunning_good.png,
3k_dlc06_ceo_career_historical_nanman_jinhuansanjie_02,3k_dlc06_ceo_career_historical_nanman_jinhuansanjie_02,0,Guarder of the Path,"The valleys are sacred, they are home; Jinhuansanjie would see them defended.",UI/Campaign UI/traits/icon_cunning_good.png,
3k_dlc06_ceo_career_historical_nanman_jinhuansanjie_03,3k_dlc06_ceo_career_historical_nanman_jinhuansanjie_03,0,The Would-be Martyr,"When every battle may be your last, there are no lengths to which you will not go.",UI/Campaign UI/traits/icon_cunning_good.png,
3k_dlc06_ceo_career_historical_nanman_king_duosi_01,3k_dlc06_ceo_career_historical_nanman_king_duosi_01,0,The Superstitious Warrior,A life spent at war has given Duosi an overbearingly – he would say justified – distrusting temperament.,UI/Campaign UI/traits/icon_cunning_good.png,3k_main_opinion_topic_set_intelligence_cunning
3k_dlc06_ceo_career_historical_nanman_king_duosi_02,3k_dlc06_ceo_career_historical_nanman_king_duosi_02,0,The Solitary Mountain,"Duosi is as mighty as the highest peaks, but as reserved as the densest forest.",UI/Campaign UI/traits/icon_cunning_good.png,3k_main_opinion_topic_set_intelligence_cunning
3k_dlc06_ceo_career_historical_nanman_king_duosi_03,3k_dlc06_ceo_career_historical_nanman_king_duosi_03,0,The Wisest Chief,What is there to know that Duosi does not already know? ,UI/Campaign UI/traits/icon_cunning_good.png,3k_main_opinion_topic_set_intelligence_cunning
3k_dlc06_ceo_career_historical_nanman_king_meng_huo_01,3k_dlc06_ceo_career_historical_nanman_king_meng_huo_01,0,The Stubborn Ox,What power Meng Huo has is born of physical prowess and ceaseless determination both.,UI/Campaign UI/traits/icon_cunning_good.png,
3k_dlc06_ceo_career_historical_nanman_king_meng_huo_02,3k_dlc06_ceo_career_historical_nanman_king_meng_huo_02,0,The Ambitious Chieftain,"If Meng Huo was not meant to reach for greatness, why give him the power to do so?",UI/Campaign UI/traits/icon_cunning_good.png,
3k_dlc06_ceo_career_historical_nanman_king_meng_huo_03,3k_dlc06_ceo_career_historical_nanman_king_meng_huo_03,0,King of the Man,"If there is another who could rule, they have yet to demonstrate a greater claim than Meng Huo.",UI/Campaign UI/traits/icon_cunning_good.png,
3k_dlc06_ceo_career_historical_nanman_king_mulu_01,3k_dlc06_ceo_career_historical_nanman_king_mulu_01,0,The Mystic Lord,"When the earth speaks, Mulu hears, then enacts nature's will.",UI/Campaign UI/traits/icon_cunning_good.png,
3k_dlc06_ceo_career_historical_nanman_king_mulu_02,3k_dlc06_ceo_career_historical_nanman_king_mulu_02,0,The Enigma of the Valleys,"Mulu is said to draw his strength from mystical, magic properties used to repel his enemies.",UI/Campaign UI/traits/icon_cunning_good.png,
3k_dlc06_ceo_career_historical_nanman_king_mulu_03,3k_dlc06_ceo_career_historical_nanman_king_mulu_03,0,Chief of Bana Ravine,"The chief of the ravine leads his warriors to war for his causes, as he sees fit.",UI/Campaign UI/traits/icon_cunning_good.png,
3k_dlc06_ceo_career_historical_nanman_king_shamoke_01,3k_dlc06_ceo_career_historical_nanman_king_shamoke_01,0,Ruler of the Five Valleys,"Shamoke brooks no resistance to his rule, showing mercy to his tribes and destruction to his enemies.",UI/Campaign UI/traits/icon_cunning_good.png,
3k_dlc06_ceo_career_historical_nanman_king_shamoke_02,3k_dlc06_ceo_career_historical_nanman_king_shamoke_02,0,The Blood-Shot Lord,"With his face aflame and his eyes cruor-red, Shamoke's presence strikes terror into all.",UI/Campaign UI/traits/icon_cunning_good.png,
3k_dlc06_ceo_career_historical_nanman_king_shamoke_03,3k_dlc06_ceo_career_historical_nanman_king_shamoke_03,0,Sharp-minded,"Despite his appearance, Shamoke is possessed of an inquisitive, incisive wit.",UI/Campaign UI/traits/icon_cunning_good.png,
3k_dlc06_ceo_career_historical_nanman_king_wutugu_01,3k_dlc06_ceo_career_historical_nanman_king_wutugu_01,0,Wuguo Chieftain,Who could want a tame and comfortable land when one such as ours breeds the toughest warriors!?,UI/Campaign UI/traits/icon_cunning_good.png,
3k_dlc06_ceo_career_historical_nanman_king_wutugu_02,3k_dlc06_ceo_career_historical_nanman_king_wutugu_02,0,Nanman Chieftain,"Barbarians, some call us. A 'civilised' man who hasn’t the belly for a fight is no man at all!",UI/Campaign UI/traits/icon_cunning_good.png,
3k_dlc06_ceo_career_historical_nanman_king_wutugu_03,3k_dlc06_ceo_career_historical_nanman_king_wutugu_03,0,Grand Chieftain,I have made the Nanman great – for to be a warrior there is no greater honour.,UI/Campaign UI/traits/icon_cunning_good.png,
3k_dlc06_ceo_career_historical_nanman_lady_zhurong_01,3k_dlc06_ceo_career_historical_nanman_lady_zhurong_01,0,Irrepressible Fire,"The inaction of so many others drives Zhurong ever, ever forward.",UI/Campaign UI/traits/icon_spiritual_good.png,3k_main_opinion_topic_set_folly_superstitious
3k_dlc06_ceo_career_historical_nanman_lady_zhurong_02,3k_dlc06_ceo_career_historical_nanman_lady_zhurong_02,0,Received of the Cinder,The fires of ancestry smoulder within her – she will not see them snuffed out!,UI/Campaign UI/traits/icon_spiritual_good.png,3k_main_opinion_topic_set_folly_superstitious
3k_dlc06_ceo_career_historical_nanman_lady_zhurong_03,3k_dlc06_ceo_career_historical_nanman_lady_zhurong_03,0,Descended of the Flames,"Whether truly the kin of a goddess or not, Zhurong nevertheless fights with a super-human tenacity.",UI/Campaign UI/traits/icon_spiritual_good.png,3k_main_opinion_topic_set_folly_superstitious
3k_dlc06_ceo_career_historical_nanman_mangyachang_01,3k_dlc06_ceo_career_historical_nanman_mangyachang_01,0,The Ready Ruler,A lifetime having the ear of leaders have positioned Mangyachang perfectly to ascend.,UI/Campaign UI/traits/icon_cunning_good.png,
3k_dlc06_ceo_career_historical_nanman_mangyachang_02,3k_dlc06_ceo_career_historical_nanman_mangyachang_02,0,Peerless Commander,One does not achieve the title of second-in-command without proving martial prowess time and again.,UI/Campaign UI/traits/icon_cunning_good.png,
3k_dlc06_ceo_career_historical_nanman_mangyachang_03,3k_dlc06_ceo_career_historical_nanman_mangyachang_03,0,The Loyal Subordinate,"Mangyachang executes his leader's will with a zealous, ruthless efficiency.",UI/Campaign UI/traits/icon_cunning_good.png,
3k_dlc06_ceo_career_historical_nanman_meng_jie_01,3k_dlc06_ceo_career_historical_nanman_meng_jie_01,0,Believer in Peace,"Although we all tread the path of war, we must too believe in the paths of peace.",UI/Campaign UI/traits/icon_cunning_good.png,
3k_dlc06_ceo_career_historical_nanman_meng_jie_02,3k_dlc06_ceo_career_historical_nanman_meng_jie_02,0,The Sophisticated Tribesmen  ,Does sacrificing one's ideals and ones ancestry make one learned? Perhaps!,UI/Campaign UI/traits/icon_cunning_good.png,
3k_dlc06_ceo_career_historical_nanman_meng_jie_03,3k_dlc06_ceo_career_historical_nanman_meng_jie_03,0,The Learned One,"Knowledge is not wisdom, and true intelligence is finding the points where they intersect…",UI/Campaign UI/traits/icon_cunning_good.png,
3k_dlc06_ceo_career_historical_nanman_meng_you_01,3k_dlc06_ceo_career_historical_nanman_meng_you_01,0,Bull-headed Fighter,"Meng You, once set upon a path, will invariably see it through to whatever conclusion.",UI/Campaign UI/traits/icon_cunning_good.png,
3k_dlc06_ceo_career_historical_nanman_meng_you_02,3k_dlc06_ceo_career_historical_nanman_meng_you_02,0,The Little Warmaker,War comes as naturally as drawing breath to some.,UI/Campaign UI/traits/icon_cunning_good.png,
3k_dlc06_ceo_career_historical_nanman_meng_you_03,3k_dlc06_ceo_career_historical_nanman_meng_you_03,0,The Dependable Sibling,"For his tribe and his kin, Meng You will throw himself into the very jaws of death.",UI/Campaign UI/traits/icon_cunning_good.png,
3k_dlc06_ceo_career_historical_nanman_tu_an_01,3k_dlc06_ceo_career_historical_nanman_tu_an_01,0,The Vicious Victor,"Tu An will pursue his victory up to, and even past, the point of reason.",UI/Campaign UI/traits/icon_cunning_good.png,
3k_dlc06_ceo_career_historical_nanman_tu_an_02,3k_dlc06_ceo_career_historical_nanman_tu_an_02,0,Eager Tactician,"What victories Tu An earns, he will persist with and build upon.",UI/Campaign UI/traits/icon_cunning_good.png,
3k_dlc06_ceo_career_historical_nanman_tu_an_03,3k_dlc06_ceo_career_historical_nanman_tu_an_03,0,War-Waiting General,"Tu An is poised to fight, and eagerly awaits any and all opportunity.",UI/Campaign UI/traits/icon_cunning_good.png,
3k_dlc06_ceo_career_historical_nanman_xi_ni_01,3k_dlc06_ceo_career_historical_nanman_xi_ni_01,0,The Relentless,"You can be assured that Xi Ni will never give up, even if his pursuit leads to destruction.",UI/Campaign UI/traits/icon_cunning_good.png,
3k_dlc06_ceo_career_historical_nanman_xi_ni_02,3k_dlc06_ceo_career_historical_nanman_xi_ni_02,0,The Waiting Warrior,"Xi Ni is poised for war, and has been all his life.",UI/Campaign UI/traits/icon_cunning_good.png,
3k_dlc06_ceo_career_historical_nanman_xi_ni_03,3k_dlc06_ceo_career_historical_nanman_xi_ni_03,0,The Stalwart,Some men are bred for war; Xi Ni is such a man.,UI/Campaign UI/traits/icon_cunning_good.png,
3k_dlc06_ceo_career_historical_nanman_yang_feng_01,3k_dlc06_ceo_career_historical_nanman_yang_feng_01,0,Master of the Twenty-one Ravines,Yang Feng masters all he sees - and his sight is voracious indeed.,UI/Campaign UI/traits/icon_cunning_good.png,
3k_dlc06_ceo_career_historical_nanman_yang_feng_02,3k_dlc06_ceo_career_historical_nanman_yang_feng_02,0,The Indulgent,Yang Feng is loyal to his tribe and his leader… until his own safety is jeopardised.,UI/Campaign UI/traits/icon_cunning_good.png,
3k_dlc06_ceo_career_historical_nanman_yang_feng_03,3k_dlc06_ceo_career_historical_nanman_yang_feng_03,0,The Ever-reaching,"Yang Feng has ambitions; desires he will see realised, one way or another.",UI/Campaign UI/traits/icon_cunning_good.png,
3k_dlc06_ceo_character_nanman_skills_butcher_1,3k_dlc06_ceo_character_nanman_skills_butcher_1,0,Butcher,{{tr:dlc06_nanman_skills_upgrade_condition}} {{tr:dlc06_nanman_skills_butcher_objective}}\n\n{{tr:dlc06_nanman_skills_butcher_flavour}},UI/Campaign UI/Skills/3k_dlc06_skill_fire_butcher.png,
3k_dlc06_ceo_character_nanman_skills_butcher_2,3k_dlc06_ceo_character_nanman_skills_butcher_2,0,Butcher,{{tr:dlc06_nanman_skills_upgrade_condition}} {{tr:dlc06_nanman_skills_butcher_objective}}\n\n{{tr:dlc06_nanman_skills_butcher_flavour}},UI/Campaign UI/Skills/3k_dlc06_skill_fire_butcher.png,
3k_dlc06_ceo_character_nanman_skills_butcher_3,3k_dlc06_ceo_character_nanman_skills_butcher_3,0,Butcher,{{tr:dlc06_nanman_skills_max_level_reached}}\n\n{{tr:dlc06_nanman_skills_butcher_flavour}},UI/Campaign UI/Skills/3k_dlc06_skill_fire_butcher.png,
3k_dlc06_ceo_character_nanman_skills_cavalry_chief_1,3k_dlc06_ceo_character_nanman_skills_cavalry_chief_1,0,Beast Tamer,{{tr:dlc06_nanman_skills_max_level_reached}}\n\n{{tr:dlc06_nanman_skills_cavalry_chief_flavour}},UI/Campaign UI/Skills/3k_dlc06_skill_earth_cavalry_chief.png,
3k_dlc06_ceo_character_nanman_skills_cave_defender_1,3k_dlc06_ceo_character_nanman_skills_cave_defender_1,0,Cave Defender,{{tr:dlc06_nanman_skills_max_level_reached}}\n\n{{tr:dlc06_nanman_skills_cave_defender_flavour}},UI/Campaign UI/Skills/3k_dlc06_skill_metal_cave_defender.png,
3k_dlc06_ceo_character_nanman_skills_flurry_1,3k_dlc06_ceo_character_nanman_skills_flurry_1,0,Flurry,{{tr:dlc06_nanman_skills_max_level_reached}}\n\n{{tr:dlc06_nanman_skills_flurry_flavour}},UI/Campaign UI/Skills/3k_dlc06_skill_metal_flurry.png,
3k_dlc06_ceo_character_nanman_skills_hit_and_run_1,3k_dlc06_ceo_character_nanman_skills_hit_and_run_1,0,Diligence,{{tr:dlc06_nanman_skills_upgrade_condition}} {{tr:dlc06_nanman_skills_hit_and_run_objective}}\n\n{{tr:dlc06_nanman_skills_hit_and_run_flavour}},UI/Campaign UI/Skills/3k_dlc06_skill_earth_hit_and_run.png,
3k_dlc06_ceo_character_nanman_skills_hit_and_run_2,3k_dlc06_ceo_character_nanman_skills_hit_and_run_2,0,Diligence,{{tr:dlc06_nanman_skills_upgrade_condition}} {{tr:dlc06_nanman_skills_hit_and_run_objective}}\n\n{{tr:dlc06_nanman_skills_hit_and_run_flavour}},UI/Campaign UI/Skills/3k_dlc06_skill_earth_hit_and_run.png,
3k_dlc06_ceo_character_nanman_skills_hit_and_run_3,3k_dlc06_ceo_character_nanman_skills_hit_and_run_3,0,Diligence,{{tr:dlc06_nanman_skills_max_level_reached}}\n\n{{tr:dlc06_nanman_skills_hit_and_run_flavour}},UI/Campaign UI/Skills/3k_dlc06_skill_earth_hit_and_run.png,
3k_dlc06_ceo_character_nanman_skills_infantry_chief_1,3k_dlc06_ceo_character_nanman_skills_infantry_chief_1,0,Infantry Chief,{{tr:dlc06_nanman_skills_max_level_reached}}\n\n{{tr:dlc06_nanman_skills_infantry_chief_flavour}},UI/Campaign UI/Skills/3k_dlc06_skill_wood_infantry_chief.png,
3k_dlc06_ceo_character_nanman_skills_marshal_1,3k_dlc06_ceo_character_nanman_skills_marshal_1,0,Marshal,{{tr:dlc06_nanman_skills_upgrade_condition}} {{tr:dlc06_nanman_skills_marshal_objective}}\n\n{{tr:dlc06_nanman_skills_marshal_flavour}},UI/Campaign UI/Skills/3k_dlc06_skill_wood_marshal.png,
3k_dlc06_ceo_character_nanman_skills_marshal_2,3k_dlc06_ceo_character_nanman_skills_marshal_2,0,Marshal,{{tr:dlc06_nanman_skills_upgrade_condition}} {{tr:dlc06_nanman_skills_marshal_objective}}\n\n{{tr:dlc06_nanman_skills_marshal_flavour}},UI/Campaign UI/Skills/3k_dlc06_skill_wood_marshal.png,
3k_dlc06_ceo_character_nanman_skills_marshal_3,3k_dlc06_ceo_character_nanman_skills_marshal_3,0,Marshal,{{tr:dlc06_nanman_skills_max_level_reached}}\n\n{{tr:dlc06_nanman_skills_marshal_flavour}},UI/Campaign UI/Skills/3k_dlc06_skill_wood_marshal.png,
3k_dlc06_ceo_character_nanman_skills_missile_chief_1,3k_dlc06_ceo_character_nanman_skills_missile_chief_1,0,Missile Chief,{{tr:dlc06_nanman_skills_max_level_reached}}\n\n{{tr:dlc06_nanman_skills_missile_chief_flavour}},UI/Campaign UI/Skills/3k_dlc06_skill_water_missile_chief.png,
3k_dlc06_ceo_character_nanman_skills_prudence_1,3k_dlc06_ceo_character_nanman_skills_prudence_1,0,Prudence,{{tr:dlc06_nanman_skills_max_level_reached}}\n\n{{tr:dlc06_nanman_skills_prudence_flavour}},UI/Campaign UI/Skills/3k_dlc06_skill_fire_prudence.png,
3k_dlc06_ceo_character_nanman_skills_role_model_1,3k_dlc06_ceo_character_nanman_skills_role_model_1,0,Role Model,{{tr:dlc06_nanman_skills_max_level_reached}}\n\n{{tr:dlc06_nanman_skills_role_model_flavour}},UI/Campaign UI/Skills/3k_dlc06_skill_wood_role_model.png,
3k_dlc06_ceo_character_nanman_skills_shaman_rites_1,3k_dlc06_ceo_character_nanman_skills_shaman_rites_1,0,Shaman Rites,{{tr:dlc06_nanman_skills_upgrade_condition}} {{tr:dlc06_nanman_skills_shaman_rites_objective}}\n\n{{tr:dlc06_nanman_skills_shaman_rites_flavour}},UI/Campaign UI/Skills/3k_dlc06_skill_water_shaman_rites.png,
3k_dlc06_ceo_character_nanman_skills_shaman_rites_2,3k_dlc06_ceo_character_nanman_skills_shaman_rites_2,0,Shaman Rites,{{tr:dlc06_nanman_skills_upgrade_condition}} {{tr:dlc06_nanman_skills_shaman_rites_objective}}\n\n{{tr:dlc06_nanman_skills_shaman_rites_flavour}},UI/Campaign UI/Skills/3k_dlc06_skill_water_shaman_rites.png,
3k_dlc06_ceo_character_nanman_skills_shaman_rites_3,3k_dlc06_ceo_character_nanman_skills_shaman_rites_3,0,Shaman Rites,{{tr:dlc06_nanman_skills_max_level_reached}}\n\n{{tr:dlc06_nanman_skills_shaman_rites_flavour}},UI/Campaign UI/Skills/3k_dlc06_skill_water_shaman_rites.png,
3k_dlc06_ceo_character_nanman_skills_stalker_1,3k_dlc06_ceo_character_nanman_skills_stalker_1,0,Stalker,{{tr:dlc06_nanman_skills_max_level_reached}}\n\n{{tr:dlc06_nanman_skills_stalker_flavour}},UI/Campaign UI/Skills/3k_dlc06_skill_water_stalker.png,
